Input;HMD;TimeInitTutorial;TimeEndTutorial;TimeInitPractice;TimeEndPractice;VisModeID;TaskID;TimeInitTask;TimeEndTask;UserAnswerID;CorrectAnswerID;NumAnswers;NumCorrectAnswers;SubspacesName;InteractionMode;Controller;TimeGrab;TimeScale;Selects;Q1;Q2;Q3;TimeEndExperiment;TimeHMDRemoved;TimeHMDRecovery;TimeCloseApplication
;oculus_touch;;;;;;;;;;;;;;hand;left;0;0;0;;;;;;20200922132010;
;oculus_touch;;;;;;;;;;;;;;ray;left;0;0;0;;;;;;20200922132010;
;oculus_touch;;;;;;;;;;;;;;hand;right;0;0;0;;;;;;20200922132010;
;oculus_touch;;;;;;;;;;;;;;ray;right;0;0;0;;;;;;20200922132010;
15;oculus_touch;20200922132022;;;;;;;;;;;;;hand;left;0;0;0;;;;;20200922132024;20200922132010;
15;oculus_touch;20200922132022;;;;;;;;;;;;;ray;left;0;0;0;;;;;20200922132024;20200922132010;
15;oculus_touch;20200922132022;;;;;;;;;;;;;hand;right;0;0;0;;;;;20200922132024;20200922132010;
15;oculus_touch;20200922132022;;;;;;;;;;;;;ray;right;0;0;0;;;;;20200922132024;20200922132010;
15;oculus_touch;20200922132022;;;;;;;;;;;;;hand;left;0;0;0;;;;;20200922132024;20200922132027;
15;oculus_touch;20200922132022;;;;;;;;;;;;;ray;left;0;0;0;;;;;20200922132024;20200922132027;
15;oculus_touch;20200922132022;;;;;;;;;;;;;hand;right;0;0;0;;;;;20200922132024;20200922132027;
15;oculus_touch;20200922132022;;;;;;;;;;;;;ray;right;0;0;0;;;;;20200922132024;20200922132027;
15;oculus_touch;20200922132022;;;;;;;;;;;;;hand;left;0;0;0;;;;;20200922132024;20200922132027;
15;oculus_touch;20200922132022;;;;;;;;;;;;;ray;left;0;0;0;;;;;20200922132024;20200922132027;
15;oculus_touch;20200922132022;;;;;;;;;;;;;hand;right;0;0;0;;;;;20200922132024;20200922132027;
15;oculus_touch;20200922132022;;;;;;;;;;;;;ray;right;0;0;0;;;;;20200922132024;20200922132027;
15;oculus_touch;20200922132022;;;;;;;;;;;;;hand;left;0;0;0;;;;;20200922132050;20200922132027;
15;oculus_touch;20200922132022;;;;;;;;;;;;;ray;left;0;0;0;;;;;20200922132050;20200922132027;
15;oculus_touch;20200922132022;;;;;;;;;;;;;hand;right;0;0;0;;;;;20200922132050;20200922132027;
15;oculus_touch;20200922132022;;;;;;;;;;;;;ray;right;0;0;0;;;;;20200922132050;20200922132027;
15;oculus_touch;20200922132022;;;;;;;;;;;;;hand;left;0;0;0;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;;;;;;;;;;;;;ray;left;0;0;0;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;;;;;;;;;;;;;hand;right;0;0;0;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;;;;;;;;;;;;;ray;right;0;0;0;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;;;;;;;;;;;;;hand;left;0;0;0;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;;;;;;;;;;;;;ray;left;0;0;0;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;;;;;;;;;;;;;hand;right;0;0;0;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;;;;;;;;;;;;;ray;right;0;0;0;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;;;;;;;;;;;;hand;left;1.648965;2.711395;0;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;;;;;;;;;;;;ray;left;5.173564;3.98715;0;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;;;;;;;;;;;;hand;right;6.075733;2.697972;0;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;;;;;;;;;;;;ray;right;7.839725;0.5254523;0;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;;;;;;;;;hand;left;0;0;3;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;;;;;;;;;ray;left;2.69786;0;3;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;;;;;;;;;hand;right;0;0;3;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;;;;;;;;;ray;right;0;0;3;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;10;20200922132702;20200922132734;11-;10;1;0;ScatterplotOverlay111-;hand;left;0;0;1;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;10;20200922132702;20200922132734;11-;10;1;0;ScatterplotOverlay111-;ray;left;0;0;1;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;10;20200922132702;20200922132734;11-;10;1;0;ScatterplotOverlay111-;hand;right;7.147154;0;1;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;10;20200922132702;20200922132734;11-;10;1;0;ScatterplotOverlay111-;ray;right;0;0;1;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;8;20200922132736;20200922132832;0-;14;1;0;ScatterplotOverlay10-;hand;left;0;0;3;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;8;20200922132736;20200922132832;0-;14;1;0;ScatterplotOverlay10-;ray;left;0;0;3;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;8;20200922132736;20200922132832;0-;14;1;0;ScatterplotOverlay10-;hand;right;7.277946;0;3;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;8;20200922132736;20200922132832;0-;14;1;0;ScatterplotOverlay10-;ray;right;0;0;3;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;5;20200922132837;20200922132904;3-12-;3-12;2;2;ScatterplotOverlay13-ScatterplotOverlay112-;hand;left;0;0;2;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;5;20200922132837;20200922132904;3-12-;3-12;2;2;ScatterplotOverlay13-ScatterplotOverlay112-;ray;left;0;0;2;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;5;20200922132837;20200922132904;3-12-;3-12;2;2;ScatterplotOverlay13-ScatterplotOverlay112-;hand;right;11.6904;0;2;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;5;20200922132837;20200922132904;3-12-;3-12;2;2;ScatterplotOverlay13-ScatterplotOverlay112-;ray;right;0;0;2;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;9;20200922132906;20200922132954;10-;0;1;0;ScatterplotOverlay110-;hand;left;0;0;1;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;9;20200922132906;20200922132954;10-;0;1;0;ScatterplotOverlay110-;ray;left;0;0;1;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;9;20200922132906;20200922132954;10-;0;1;0;ScatterplotOverlay110-;hand;right;12.77761;0;1;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;9;20200922132906;20200922132954;10-;0;1;0;ScatterplotOverlay110-;ray;right;0;0;1;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;6;20200922132959;20200922133106;5-1-;1-5;2;2;ScatterplotOverlay15-ScatterplotOverlay11-;hand;left;0;0.2870072;2;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;6;20200922132959;20200922133106;5-1-;1-5;2;2;ScatterplotOverlay15-ScatterplotOverlay11-;ray;left;0;0.200567;2;;;;;20200922132050;20200922132051;
15;oculus_touch;20200922132022;20200922132441;20200922132613;20200922132651;2;6;20200922132959;20200922133106;5-1-;1-5;2;2;ScatterplotOverlay15-ScatterplotOverlay11-;hand;right;21.70825;0.4858203;2;;;;;20200922132050;20200922132051;
