Time;Phase;Step;Task;Vis;AreaX;AreaZ;AreaTotal;PositionXPlayer;PositionZPlayer;PositionXHead;PositionYHead;PositionZHead;RotationHead
20200926171536;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171538;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171540;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171542;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171544;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171546;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171548;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171550;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171552;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171554;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171556;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171558;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171600;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171602;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171604;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171606;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171608;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171610;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171612;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171614;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171616;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
20200926171618;0;0;;;0,7625;0,4875;1,486875;0;0;0;0;0;(0,0, 0,0, 1,0)
