Time;Phase;Step;Task;Vis;AreaX;AreaZ;AreaTotal;PositionXPlayer;PositionZPlayer;PositionXHead;PositionYHead;PositionZHead;RotationHead
20200823201547;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201549;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201551;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201553;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201555;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201557;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201559;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201601;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201603;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201605;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201607;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201609;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201611;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201613;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201615;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201617;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201619;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201621;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201623;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201625;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201627;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201629;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201631;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201633;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201635;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201637;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201639;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201641;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201643;0;0;;;0,6125;0,6125;1,500625;0;0;0;0;0;(0,0, 0,0, 1,0)
20200823201645;0;0;;;0,6125;0,6125;1,500625;0;0;-0,00553687;1,206011;-0,2370397;(0,1, 0,3, 0,9)
20200823201647;0;0;;;0,6125;0,6125;1,500625;0;0;0,005084466;1,193957;-0,1945599;(0,1, 0,2, 1,0)
20200823201649;0;0;;;0,6125;0,6125;1,500625;0;0;-0,003157501;1,206714;-0,218647;(0,0, 0,4, 0,9)
20200823201651;0;0;;;0,6125;0,6125;1,500625;0;0;-0,01648268;1,206083;-0,222414;(0,0, 0,2, 1,0)
20200823201653;0;0;;;0,6125;0,6125;1,500625;0;0;-0,0114451;1,203034;-0,2237192;(0,0, 0,3, 1,0)
20200823201655;0;0;;;0,6125;0,6125;1,500625;0;0;-0,01134054;1,200851;-0,2218432;(0,0, 0,3, 0,9)
20200823201657;0;0;;;0,6125;0,6125;1,500625;0;0;-0,01975533;1,203325;-0,2218128;(0,0, 0,4, 0,9)
20200823201659;0;0;;;0,6125;0,6125;1,500625;0;0;-0,02886328;1,200189;-0,2286506;(0,0, 0,3, 0,9)
20200823201701;0;0;;;0,6125;0,6125;1,500625;0;0;-0,006999351;1,199506;-0,2230035;(0,0, 0,3, 1,0)
20200823201703;0;0;;;0,6125;0,6125;1,500625;0;0;-0,01169256;1,19787;-0,2200481;(0,0, 0,3, 1,0)
20200823201705;0;0;;;0,6125;0,6125;1,500625;0;0;-0,01360466;1,20349;-0,2248599;(0,0, 0,3, 0,9)
20200823201707;0;0;;;0,6125;0,6125;1,500625;0;0;-0,003272757;1,202317;-0,2334873;(0,1, 0,5, 0,9)
20200823201709;0;0;;;0,6125;0,6125;1,500625;0;0;-0,006401234;1,206385;-0,2328724;(0,0, 0,5, 0,9)
20200823201711;0;0;;;0,6125;0,6125;1,500625;0;0;-0,01223606;1,206007;-0,2280197;(0,0, 0,5, 0,9)
20200823201713;0;0;;;0,6125;0,6125;1,500625;0;0;-0,006816924;1,206784;-0,2259541;(0,0, 0,5, 0,9)
20200823201715;0;0;;;0,6125;0,6125;1,500625;0;0;-0,0126785;1,204981;-0,2292996;(0,0, 0,5, 0,9)
20200823201717;0;0;;;0,6125;0,6125;1,500625;0;0;-0,01756349;1,205177;-0,229212;(0,0, 0,5, 0,9)
20200823201719;0;0;;;0,6125;0,6125;1,500625;0;0;-0,02515234;1,195375;-0,1983331;(-0,3, 0,3, 0,9)
20200823201721;0;0;;;0,6125;0,6125;1,500625;0;0;-0,00888627;1,207531;-0,2344016;(0,0, 0,5, 0,9)
20200823201723;0;0;;;0,6125;0,6125;1,500625;0;0;-0,008440033;1,206223;-0,2341218;(0,0, 0,5, 0,9)
20200823201725;0;0;;;0,6125;0,6125;1,500625;0;0;0,005105139;1,206129;-0,2322414;(0,0, 0,5, 0,9)
20200823201727;0;0;;;0,6125;0,6125;1,500625;0;0;0,01602056;1,205008;-0,2347205;(0,0, 0,5, 0,9)
20200823201729;0;0;;;0,6125;0,6125;1,500625;0;0;-0,01417885;1,202133;-0,2302297;(0,1, 0,4, 0,9)
20200823201731;0;0;;;0,6125;0,6125;1,500625;0;0;-0,01378068;1,202081;-0,2356133;(0,1, 0,4, 0,9)
20200823201733;0;0;;;0,6125;0,6125;1,500625;0;0;-0,0121964;1,204155;-0,2389315;(0,1, 0,4, 0,9)
20200823201735;0;0;;;0,6125;0,6125;1,500625;0;0;-0,01018951;1,202689;-0,235408;(0,1, 0,4, 0,9)
20200823201737;0;0;;;0,6125;0,6125;1,500625;0;0;-0,009249181;1,203362;-0,2381397;(0,1, 0,4, 0,9)
20200823201739;0;0;;;0,6125;0,6125;1,500625;0;0;-0,006367441;1,204054;-0,242758;(0,1, 0,4, 0,9)
20200823201741;0;0;;;0,6125;0,6125;1,500625;0;0;-0,006108813;1,202285;-0,2479798;(0,1, 0,4, 0,9)
20200823201743;0;0;;;0,6125;0,6125;1,500625;0;0;-0,009662456;1,206488;-0,2625911;(0,1, 0,5, 0,9)
20200823201745;0;0;;;0,6125;0,6125;1,500625;0;0;-0,007476793;1,206843;-0,2633795;(0,1, 0,4, 0,9)
20200823201747;0;0;;;0,6125;0,6125;1,500625;0;0;-0,008899278;1,204693;-0,2612962;(0,1, 0,4, 0,9)
20200823201749;0;0;;;0,6125;0,6125;1,500625;0;0;-0,008268062;1,205486;-0,2638341;(0,1, 0,4, 0,9)
20200823201751;0;0;;;0,6125;0,6125;1,500625;0;0;-0,009827554;1,205159;-0,2629772;(0,1, 0,4, 0,9)
20200823201753;0;0;;;0,6125;0,6125;1,500625;0;0;-0,008172461;1,205124;-0,2648191;(0,1, 0,4, 0,9)
