Time;Phase;Step;Task;Vis;AreaX;AreaZ;AreaTotal;PositionXPlayer;PositionZPlayer;PositionXHead;PositionYHead;PositionZHead;RotationHead
20200922132012;0;0;;;0.5;0.5;1;0;0;0.1411221;1.643237;-0.1261814;(0.0, 0.2, 1.0)
20200922132014;0;0;;;0.5;0.5;1;0;0;0.08774109;1.539743;0.005638842;(0.0, -0.7, 0.7)
20200922132016;0;0;;;0.5;0.5;1;0;0;0.1453859;1.696542;0.07987745;(0.1, 0.7, 0.7)
20200922132018;0;0;;;0.5;0.5;1;0;0;0.1523143;1.586445;0.576552;(0.2, 0.6, 0.7)
20200922132020;0;0;;;0.5;0.5;1;0;0;0.1343191;1.548658;0.5712917;(0.2, 0.4, 0.9)
20200922132022;0;0;;;0.5;0.5;1;0;0;0.00677693;1.654599;0.4801093;(0.2, 0.5, 0.8)
20200922132024;0;0;;;0.5;0.5;1;0;0;0.03554925;1.727704;0.1816353;(0.0, 0.4, 0.9)
20200922132026;0;0;;;0.5;0.5;1;0;0;0.05443647;1.700025;0.1868863;(0.0, 0.6, 0.8)
20200922132028;0;0;;;0.5;0.5;1;0;0;0.02720371;1.582085;0.5279681;(0.1, 0.6, 0.8)
20200922132030;0;0;;;0.5;0.5;1;0;0;0.0003286749;1.496632;0.7118227;(-0.1, 0.3, 0.9)
20200922132032;0;0;;;0.5;0.5;1;0;0;0.01746754;1.501423;0.7074842;(0.1, 0.3, 0.9)
20200922132034;0;0;;;0.5;0.5;1;0;0;0.003381836;1.500458;0.7111065;(0.0, 0.3, 0.9)
20200922132036;0;0;;;0.5;0.5;1;0;0;0.007340548;1.49859;0.7111481;(0.0, 0.3, 0.9)
20200922132038;0;0;;;0.5;0.5;1;0;0;-0.05711618;1.492274;0.7229778;(-0.4, 0.3, 0.9)
20200922132040;0;0;;;0.5;0.5;1;0;0;-0.04846095;1.490889;0.7247739;(-0.3, 0.3, 0.9)
20200922132042;0;0;;;0.5;0.5;1;0;0;-0.04608591;1.489005;0.7258428;(-0.3, 0.3, 0.9)
20200922132044;0;0;;;0.5;0.5;1;0;0;-0.05326395;1.488779;0.7282643;(-0.3, 0.3, 0.9)
20200922132046;0;0;;;0.5;0.5;1;0;0;-0.053847;1.488433;0.7290048;(-0.3, 0.3, 0.9)
20200922132048;0;0;;;0.5;0.5;1;0;0;-0.007942207;1.487213;0.710942;(0.0, 0.3, 1.0)
20200922132050;0;0;;;0.5;0.5;1;0;0;-0.009847241;1.778802;0.1174387;(-0.5, 0.6, 0.6)
20200922132052;0;0;;;0.5;0.5;1;0;0;-0.006885628;1.587314;0.2126051;(0.1, -0.2, 1.0)
20200922132054;0;0;;;0.5;0.5;1;0;0;-0.0539092;1.45395;0.5735954;(0.1, -0.7, 0.7)
20200922132056;0;0;;;0.5;0.5;1;0;0;0.02760121;1.632771;0.02593905;(-0.1, 0.0, 1.0)
20200922132058;0;0;;;0.5;0.5;1;0;0;0.1309489;1.483953;-0.1096446;(-0.2, -0.8, 0.5)
20200922132100;0;0;;;0.5;0.5;1;0;0;0.009382531;1.641101;-0.1312312;(-0.2, 0.1, 1.0)
20200922132102;0;0;;;0.5;0.5;1;0;0;0.007404912;1.540449;-0.1177061;(0.0, -0.8, 0.7)
20200922132104;1;1;;;0.5;0.5;1;0;0;0.05800388;1.58507;-0.1355363;(-0.1, -0.5, 0.9)
20200922132106;1;1;;;0.5;0.5;1;0;0;-0.02801984;1.59137;0.07957094;(-0.1, -0.4, 0.9)
20200922132108;1;1;;;0.5;0.5;1;0;0;-0.01643097;1.631669;0.2204091;(-0.2, 0.0, 1.0)
20200922132110;1;1;;;0.5;0.5;1;0;0;0.0005056523;1.640199;-0.06521619;(-0.1, 0.2, 1.0)
