Time;Phase;Step;Task;Vis;AreaX;AreaZ;AreaTotal;PositionXPlayer;PositionZPlayer;PositionXHead;PositionYHead;PositionZHead;RotationHead
20200818104701;0;0;;;0.8125;0.6125;1.990625;0;0;0;0;0;(0.0, 0.0, 1.0)
20200818104703;0;0;;;0.8125;0.6125;1.990625;0;0;0;0;0;(0.0, 0.0, 1.0)
20200818104705;0;0;;;0.8125;0.6125;1.990625;0;0;0;0;0;(0.0, 0.0, 1.0)
20200818104707;0;0;;;0.8125;0.6125;1.990625;0;0;0;0;0;(0.0, 0.0, 1.0)
20200818104709;0;0;;;0.8125;0.6125;1.990625;0;0;0;0;0;(0.0, 0.0, 1.0)
20200818104711;0;0;;;0.8125;0.6125;1.990625;0;0;0;0;0;(0.0, 0.0, 1.0)
20200818104713;0;0;;;0.8125;0.6125;1.990625;0;0;0;0;0;(0.0, 0.0, 1.0)
20200818104715;0;0;;;0.8125;0.6125;1.990625;0;0;0;0;0;(0.0, 0.0, 1.0)
20200818104717;0;0;;;0.8125;0.6125;1.990625;0;0;0;0;0;(0.0, 0.0, 1.0)
20200818104719;0;0;;;0.8125;0.6125;1.990625;0;0;0;0;0;(0.0, 0.0, 1.0)
20200818104721;0;0;;;0.8125;0.6125;1.990625;0;0;0;0;0;(0.0, 0.0, 1.0)
20200818104723;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1760418;1.186586;0.564692;(-0.1, -0.9, 0.5)
20200818104726;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1583309;1.23651;0.423047;(-0.1, -0.3, 0.9)
20200818104728;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1529136;1.258304;0.4236823;(-0.1, 0.1, 1.0)
20200818104730;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1600406;1.260567;0.4077893;(-0.1, 0.2, 1.0)
20200818104732;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1530919;1.260803;0.4103904;(0.0, 0.2, 1.0)
20200818104734;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1544757;1.258965;0.4128178;(0.0, 0.1, 1.0)
20200818104736;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1579241;1.256288;0.419912;(0.0, 0.1, 1.0)
20200818104738;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1508272;1.250343;0.4239851;(0.0, 0.1, 1.0)
20200818104740;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1584367;1.25927;0.4098698;(0.0, 0.1, 1.0)
20200818104742;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1551738;1.256223;0.411378;(0.0, 0.0, 1.0)
20200818104744;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1411508;1.255993;0.4101292;(0.0, 0.0, 1.0)
20200818104746;0;0;;;0.8125;0.6125;1.990625;0;0;-0.138655;1.250687;0.4093755;(0.0, 0.0, 1.0)
20200818104748;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1381601;1.25686;0.406926;(0.0, 0.1, 1.0)
20200818104750;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1560822;1.255156;0.4106982;(-0.1, 0.1, 1.0)
20200818104752;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1583579;1.255561;0.4090831;(0.0, 0.0, 1.0)
20200818104754;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1571294;1.247817;0.4227654;(-0.1, 0.0, 1.0)
20200818104756;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1491829;1.256578;0.4044189;(0.0, 0.0, 1.0)
20200818104758;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1509409;1.256107;0.4077371;(0.0, 0.0, 1.0)
20200818104800;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1523178;1.248867;0.4290377;(-0.1, 0.0, 1.0)
20200818104802;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1488917;1.251199;0.4168646;(0.0, 0.0, 1.0)
20200818104804;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1475364;1.261531;0.404792;(0.0, 0.1, 1.0)
20200818104806;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1624138;1.245258;0.4388691;(-0.2, 0.0, 1.0)
20200818104808;0;0;;;0.8125;0.6125;1.990625;0;0;-0.172689;1.252075;0.4185523;(0.0, 0.0, 1.0)
20200818104810;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1512678;1.260622;0.4155153;(0.0, 0.1, 1.0)
20200818104812;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1448541;1.256536;0.4198482;(0.0, 0.0, 1.0)
20200818104814;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1448636;1.252952;0.4146588;(0.0, -0.1, 1.0)
20200818104816;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1531553;1.256341;0.4063528;(0.0, -0.1, 1.0)
20200818104818;0;0;;;0.8125;0.6125;1.990625;0;0;-0.14601;1.254939;0.3947376;(0.0, -0.1, 1.0)
20200818104820;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1564631;1.281601;0.3500981;(0.0, 0.5, 0.9)
20200818104822;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1528073;1.259631;0.3884805;(0.1, 0.0, 1.0)
20200818104824;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1528108;1.264784;0.3870791;(0.0, 0.1, 1.0)
20200818104826;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1485859;1.26176;0.3881658;(0.0, 0.0, 1.0)
20200818104828;0;0;;;0.8125;0.6125;1.990625;0;0;-0.14957;1.260998;0.3898746;(0.1, 0.0, 1.0)
20200818104830;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1473097;1.26222;0.3851771;(0.0, 0.0, 1.0)
20200818104832;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1437723;1.260836;0.3830681;(0.0, 0.0, 1.0)
20200818104834;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1433256;1.261658;0.3842139;(0.0, 0.0, 1.0)
20200818104836;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1479668;1.263032;0.3844016;(0.0, 0.0, 1.0)
20200818104838;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1504445;1.262435;0.384306;(0.0, 0.0, 1.0)
20200818104840;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1519654;1.26279;0.3848807;(0.0, 0.0, 1.0)
20200818104842;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1529707;1.261292;0.3858231;(0.0, 0.0, 1.0)
20200818104844;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1522451;1.262975;0.3844299;(0.0, 0.0, 1.0)
20200818104846;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1473509;1.26252;0.3855361;(0.0, 0.0, 1.0)
20200818104848;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1221877;1.280646;0.3620391;(0.3, 0.4, 0.9)
20200818104850;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1577322;1.261346;0.3917401;(-0.2, 0.0, 1.0)
20200818104852;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1470706;1.272852;0.3713932;(-0.1, 0.1, 1.0)
20200818104854;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1501043;1.27932;0.3582423;(-0.3, 0.3, 0.9)
20200818104856;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1560446;1.267375;0.3767664;(-0.2, 0.0, 1.0)
20200818104858;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1372753;1.268655;0.3709427;(0.0, 0.0, 1.0)
20200818104900;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1361641;1.26743;0.3715034;(0.1, 0.0, 1.0)
20200818104902;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1428291;1.272536;0.3685446;(-0.1, 0.1, 1.0)
20200818104904;0;0;;;0.8125;0.6125;1.990625;0;0;-0.145005;1.271109;0.3697874;(0.0, 0.1, 1.0)
20200818104906;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1482246;1.274504;0.2130907;(0.0, 0.0, 1.0)
20200818104908;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1280328;1.269132;-0.1933662;(0.0, 0.0, 1.0)
20200818104910;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1173398;1.22194;-0.2577896;(0.0, -0.5, 0.9)
20200818104912;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1226821;1.27315;-0.3101439;(0.0, 0.0, 1.0)
20200818104914;0;0;;;0.8125;0.6125;1.990625;0;0;-0.1015618;1.286159;-0.2955912;(0.1, -0.1, 1.0)
20200818104916;0;0;;;0.8125;0.6125;1.990625;0;0;-0.08973849;1.273682;-0.3131799;(0.0, -0.2, 1.0)
20200818104918;0;0;;;0.8125;0.6125;1.990625;0;0;-0.06336933;1.239405;-0.2688978;(0.3, -0.5, 0.8)
20200818104920;0;0;;;0.8125;0.6125;1.990625;0;0;-0.07752226;1.240282;-0.2804535;(0.1, -0.5, 0.9)
20200818104922;0;0;;;0.8125;0.6125;1.990625;0;0;-0.06015096;1.230121;-0.2580169;(0.1, -0.5, 0.8)
20200818104924;0;0;;;0.8125;0.6125;1.990625;0;0;-0.08423063;1.273593;-0.3028898;(0.2, -0.2, 1.0)
20200818104926;0;0;;;0.8125;0.6125;1.990625;0;0;-0.08380149;1.283032;-0.3192324;(0.2, -0.1, 1.0)
20200818104928;0;0;;;0.8125;0.6125;1.990625;0;0;-0.07592193;1.279381;-0.3206658;(0.1, -0.2, 1.0)
20200818104930;0;0;;;0.8125;0.6125;1.990625;0;0;-0.08535031;1.276719;-0.3160569;(0.1, -0.2, 1.0)
20200818104932;0;0;;;0.8125;0.6125;1.990625;0;0;-0.08645976;1.281077;-0.3222423;(0.1, -0.1, 1.0)
20200818104934;0;0;;;0.8125;0.6125;1.990625;0;0;-0.07816137;1.277293;-0.3144239;(0.3, -0.2, 0.9)
20200818104936;0;0;;;0.8125;0.6125;1.990625;0;0;-0.07306749;1.277486;-0.3062897;(0.3, -0.2, 0.9)
20200818104938;0;0;;;0.8125;0.6125;1.990625;0;0;-0.07392379;1.269714;-0.307005;(0.1, -0.3, 0.9)
20200818104940;0;0;;;0.8125;0.6125;1.990625;0;0;-0.07283614;1.269958;-0.3097947;(0.1, -0.3, 0.9)
20200818104942;0;0;;;0.8125;0.6125;1.990625;0;0;-0.08262771;1.307164;-0.3371223;(0.0, 0.3, 1.0)
20200818104944;0;0;;;0.8125;0.6125;1.990625;0;0;-0.08612693;1.286363;-0.3340272;(0.0, -0.1, 1.0)
20200818104946;0;0;;;0.8125;0.6125;1.990625;0;0;-0.08748052;1.285089;-0.3247114;(0.1, -0.2, 1.0)
20200818104948;0;0;;;0.8125;0.6125;1.990625;0;0;-0.08561425;1.274367;-0.3154135;(0.0, -0.3, 1.0)
20200818104950;0;0;;;0.8125;0.6125;1.990625;0;0;-0.08352873;1.274363;-0.297837;(0.2, -0.3, 1.0)
20200818104952;0;0;;;0.8125;0.6125;1.990625;0;0;-0.08836766;1.275048;-0.2997821;(0.1, -0.3, 1.0)
20200818104954;0;0;;;0.8125;0.6125;1.990625;0;0;-0.08760113;1.274497;-0.298501;(0.1, -0.3, 1.0)
20200818104956;0;0;;;0.8125;0.6125;1.990625;0;0;-0.0939642;1.298305;-0.3194649;(0.1, 0.1, 1.0)
20200818104958;0;0;;;0.8125;0.6125;1.990625;0;0;-0.0942451;1.289016;-0.3131812;(0.0, -0.1, 1.0)
20200818105000;0;0;;;0.8125;0.6125;1.990625;0;0;-0.08196367;1.289997;-0.3125165;(0.0, -0.1, 1.0)
20200818105002;0;0;;;0.8125;0.6125;1.990625;0;0;-0.09261014;1.294504;-0.3049861;(0.0, 0.0, 1.0)
20200818105004;0;0;;;0.8125;0.6125;1.990625;0;0;-0.08679231;1.277797;-0.2921941;(0.1, -0.2, 1.0)
20200818105006;1;1;;;0.8125;0.6125;1.990625;0;0;-0.08777689;1.268768;-0.2828767;(0.0, -0.3, 0.9)
20200818105008;1;1;;;0.8125;0.6125;1.990625;0;0;-0.07790285;1.295841;-0.313574;(0.1, 0.1, 1.0)
20200818105010;1;1;;;0.8125;0.6125;1.990625;0;0;-0.08384502;1.290538;-0.3125998;(0.1, 0.0, 1.0)
